Questions,Correct,A,B,C,D
"Which of these books were written by Victorian novelist Mary Anne Evans, commonly known as George Eliot?"," Middlemarch, The Mill on the Floss, Adam Bede","The Mill on the Floss, Adam Bede, A Room of Ones Own","Middlemarch, The Mill on the Floss, Adam Bede","The Mill on the Floss, Vanity Fair, Adam Bede","Middlemarch, North and South, Vanity Fair"
"This novel, which satirizes society in early 19th-century England, opens at Miss Pinkertons Academy for Young Ladies.", Vanity Fair,Jane Eyre,Wuthering Heights,Vanity Fair,The Book of Snobs
"This literary work by Mary Shelley, infused with some elements of the Gothic novel, was subtitled The Modern Prometheus.", Frankenstein,Arms and the Man,The Mortal Immortal,Frankenstein,The Last Man
What are the two cities named in the title of Charles Dickens historical novel A Tale of Two Cities?, Paris and London,London and Manchester,Paris and London,Dublin and London,Edinburgh and London
"Ahab, Ishmael, Starbuck, Stubb, Queequeg and Elijah were characters in this 1851 novel.", Moby Dick,Eastern Voices,Genesis,The Satanic Episodes,Moby Dick
"Jim, Marlowe, Stein, Sherif Ali, Rajah Tunka Allang and Gentleman Brown were characters in this novel.", Lord Jim,Lord Jim,Darkest Passage,Eastern Visions,The Heart of Darkness
"The characters in this novel included Charles Marlow, Kurtz, Fresleven, Chief Accountant and General Manager.", The Heart of Darkness,Passage to India,Lord Jim,Eastern Visions,The Heart of Darkness
"The characters in this novel included Pierre Bezukov, Natasha Rostovic, Sonya Rostovic, Andrei N. Bolkov and Elene Kuragin.", War and Peace,War and Peace,The Gulag,Crime and Punishment,The Idiot
"Jim, Widow Douglas, Miss Watson, The Grangerford and the Shepardsons were characters in this novel.", The Adventures of Huckleberry Finn,Life on the Mississippi,The Adventures of Huckleberry Finn,Billy Budd,The Rise of Silas Lapham
"Raskolnikov, Sonya S. and Porfry were characters in this novel.", Crime and Punishment,Crime and Punishment,Napoleon,The Idiot,War and Peace
"The characters in this novel included Hester Prynne, Pearl, Roger Chillingworth and Arthur Dimmsdale.", The Scarlet Letter,The Heiress,Jane Eyre,The Adventures of Huckleberry Finn,The Scarlet Letter
"The characters in this novel included Wilfred, Rebecca, Rowena, Isaac of York and Prior.", Ivanhoe,The Scarlet Letter,The Rise of Silas Lapham,Ivanhoe,The Day of the Locust
"Elizabeth Bennet, Mr. Darcy, Mr. Bennett, Charles Bingley and William Collins were characters in this novel.", Pride and  Prejudice,Wuthering Heights,Great  Expectations,Pride and  Prejudice,Jane Eyre
"Clara, Mr. Chiilg, Mr. Creadle, Peggotty and Betsy Trotwood were characters in this novel.", David Copperfield,Pickwick Papers,Great Expectations,A Take of Two Cities,David Copperfield
"The characters in this novel included Becky Sharp, Amelia Smedley, George Osborne and Pitt Crawley.", Vanity Fair,The Pillsbury man,The Scarlet Letter,Vanity Fair,The Rise of Sila Lapham
"In the novel Jurassic Park,  the zoo-like amusement park is on an island, situated off the shore of what country?", Costa Rica,Costa Rica,El Salvador,Honduras,Mexico
"Ian Malcolm, a character from the book Jurassic Park, is an expert in which field?", Chaos Theory,Languages,Geology,Chaos Theory,History
"This dinosaur, depicted in the novel Jurassic Park, was a very beautiful carnivore but spat poison to blind its prey.", Dilophosaur,Microceratops,Styracosaur,Dilophosaur,Procompsognathid
"What was the occupation of Donald Gennaro, the character in the book Jurassic Park who originally tried to get Jurassic Park shut down?", Lawyer,Paleontologist,Lawyer,Mathematician,Senator
"The dinosaurs, featured in Michael Crichtons novel Jurassic Park, were supposedly not able to breed inside the park for what reason?", They were all female,They were all neutered at birth,They were all female,They were all male,They were fed a special drug to keep them from breeding
How many T-Rexes were there in the novel Jurassic Park?, 2,2,3,4,1
In the movie Gone With the Wind Scarlett had three husbands. Who was the first?, Charles Hamilton,Brent Tarleton,Frank Kennedy,Charles Hamilton,Stuart Tarleton
"In the film Gone with the Wind, Scarletts first husband died in the early days of the Civil War. What was the cause of his death?", Measles and pneumonia,He died under enemy attack.,Measles and pneumonia,Consumption,Flu
"In the film Gone with the Wind, when Rhett and Scarlett came back from their honeymoon they brought a gift for Mammy. What was it?", Red silk petticoat,White silk nightgown,White silk petticoat,Red silk petticoat,Fur coat
The Oscar for Best Actress in a Supporting Role went to which cast member of Gone With the Wind?, Hattie McDaniel,Butterfly McQueen,Dorothy Dandridge,Hattie McDaniel,None of these
Which of the following lines from the movie Gone with the Wind was voted as the #1 movie quote by the American Film Institute?," Frankly my dear, I dont give a damn.","After all, tomorrow is another day!",I dont know nothin bout birthin no babies!,"As God is my witness, Ill never be hungry again!","Frankly my dear, I dont give a damn."
What was NOT true of Scarletts second husband in Gone with the Wind?," He divorced Scarlett to marry her sister, Sue-Ellen.",The physical affliction he returned from the war with was body lice.,He died on a mission to avenge Scarletts attack in Shantytown.,He owned a sawmill.,"He divorced Scarlett to marry her sister, Sue-Ellen."
What was the name of the Atlanta street where fictional character Scarlett OHara lived with Aunt Pittypat?, Peachtree,Weeping Willow,Elm,Peachtree,Southern Pine
"What actress portrayed the character in Gone with the Wind who claimed she knew everythin bout birthin babies when, in reality, she knew nothin?", Butterfly McQueen,Dorothy McDaniel,Dorothy Dandridge,Butterfly McQueen,Hattie McDaniel
"The play is the tragedy Man, and the hero, the Conquerer Worm.", Edgar Allan Poe,Edgar Allan Poe,William Jennings Bryant,H.P. Lovecraft,None of these
Pity this busy monster mankind not..., e.e. cummings,Sharon Olds,Rita Dove,Marianne Moore,e.e. cummings
"Which of these novels is not part of the Forsyte Saga, written by English novelist John Galsworthy?", Money,To Let,In Chancery,The Man of Property,Money
"This massive novel, consisting of 18 chapters, chronicles the events of one single day in the life of the protagonist Leopold Bloom.", Ulysses,Ulysses,Finnegans Wake,Dubliners,A Portrait of the Artist as a Young man
Which of these influential 20th century authors was not Irish-born?, William Golding,William Golding,James Joyce,William Butler Yeats,George Bernard Shaw
"In 1989, the author of this book and all those involved in its publication were sentenced to death by the Supreme Leader of Iran.", The Satanic Verses,Songs of Enchantment,Lady Chatterleys Lover,The Gate at the End of the World,The Satanic Verses
"Which of these English authors was a member of the Bloomsbury group, a literary circle that rejected the Victorian taboos on religious, artistic, social, and sexual matters?", Virginia Woolf,D. H. Lawrence,George Orwell,Virginia Woolf,John Fowles
Which allegorical novel by William Golding features a group of boys stranded on a desert island?, Lord of the Flies,Fire Down Below,Rites of Passage,Lord of the Flies,Darkness Visible
"What do George Bernard Shaw, William Butler Yeats, Rudyard Kipling and William Golding have in common?", All of them received the Nobel Prize in Literature.,They were all born in Ireland.,They were members of The Fabian Society - a British socialist intellectual movement.,All of them served in WWI.,All of them received the Nobel Prize in Literature.
Which playwright received the 1938 Academy Award for Writing Adapted Screenplay?, George Bernard Shaw,John Boyd,George Bernard Shaw,Harold Pinter,John Osborne
"What name was applied to the group of British playwrights and novelists from the 1950s, which included John Osborne, John Braine, and Alan Sillitoe?", The Angry Young Men,The Rebels,The Conformists,The Disappointed Young Men,The Angry Young Men
This novel focuses on Winston Smith and his attempt to rebel against the totalitarian state in which he lives., Nineteen Eighty-Four,The Invisible Man,Nineteen Eighty-Four,The War of the Worlds,Animal Farm
Into what creature did Mad Eye Moody turn Draco Malfoy in Harry Potter and the Goblet of Fire?, A ferret,A rat,A ferret,A toad,A mouse
Draco Malfoy is a member of this fictional house at Hogwarts which values pure blood heritage., Slytherin,Ravenclaw,Slytherin,Gryffindor,Hufflepuff
"In the book Harry Potter and the Prisoner of Azkaban, Draco Malfoy was attacked by this kind of creature while in his Care for Magical Creatures class?", Hippogryph,Werewolf,Blast-Ended Skrewt,Centaur,Hippogryph
"Humbert Humbert, Valeria and Charlotte Haze are characters from this literary work.", Lolita,The Day of the Triffids,Lolita,All the Kings Men,Naked Lunch
Paul Sheldon and Annie Wilkes are characters in this novel., Misery,Day for Night,Cujo,The Long Green Mile,Misery
"What novels includes characters named Sethe, Liz Granacher, Paul D. McKnight, Charlie McKnight?", Beloved,Beloved,Satanic Verses,The Color Purple,A Passage to India
"Willie Stark, Anne Stanton, Judge Montague Irving are characters from this novel.", All the Kings Men,All the Kings Men,Lady Lovelace,The Sun Also Rises,The Grapes of Wrath
"Ari, Dov, Kitty Fremont, Akiva, Bruce Sutherland are characters in this novel.", Exodus,The Glory,Ben-Hur,The Promise,Exodus
"This novel focuses on the lives of Jake Barnes, Brett Ashley, Robert Cohn, Pedro Romero, Bill Gorton, Michael Campbell.", The Sun Also Rises,Ragtime,The Sun Also Rises,The Dog Soldiers,Day of the Locust
"Which book includes the characters John Converse, Ray Hicks, Marge Converse?", Dog Soldiers,Dog Soldiers,Day of the Locust,The Hearth,Day In Day Out
"What Southern novel centers on the lives of these characters: Jason, Quentin, Candice Compson, Dilsey Gibson?", The Sound and the Fury,Way of the  West,The Sound and the Fury,Dog Soldiers,Day of the Locust
"John Singer, Mick Kelly, Biff Brannon, Jack Blount, Dr. Copeland are characters described in this literary work.", The Heart is a Lonely Hunter,Giant,Strangers on a Train,Butterflies are Free,The Heart is a Lonely Hunter
What novel by Erich Maria Remarque was banned in Nazi Germany for insulting the Wehrmacht?, All Quiet on the Western Front,The Night in Lisbon,Heaven Has No Favorites,The Black Obelisk,All Quiet on the Western Front
"Name the author of Animal Farm, an anti-Stalinist novella, which was confiscated in Germany by Allied troops.", George Orwell,William Faulkner,Erich Maria Remarque,George Orwell,Boris Pasternak
"What novel by Vladimir Nabokov was banned for obscenity in England, Argentina, New Zealand and South Africa?", Lolita,Lolita,Lips to Lips,Fanny Hill or Memoirs of a Woman of Pleasure,Terra Incognita
"This book, published in 1988, was banned in Bangladesh, India, Singapore and Iran for blasphemous references and its author Salman Rushdie was condemned to death by former Iranian supreme leader Ayatollah Ruhollah Khomeini.", The Satanic Verses,Midnights Children,The Satanic Verses,Shame,"East, West"
Who is the author of the book My Struggle (Mein Kampf) which was banned due to anti-Nazi laws?, Adolph Hitler,Hermann Esser,Joseph Goebbels,Adolph Hitler,Benito Mussolini
Which of these books by Henry Miller was banned in the US in the 1930s due to sexually explicit content?, All of these,Black Spring,All of these,Tropic of Cancer,Tropic of Capricorn
