Questions,Correct,A,B,C,D
Which movie star was featured in the only movie about the Vietnam War that was made during the war?, John Wayne,John Wayne,Forest Whitaker,Tom Cruise,Tom Berenger
This Hollywood veteran played Sgt. Muldoon in a 1968 movie about the war in Vietnam., Aldo Ray,Jim Hutton,Tim Hutton,Aldo Ray,R. Lee Ermey
"This 1978 movie was about a group of American soldiers who went to fight in Vietnam. They could get out of combat if they threw a soccer match, but they refused to do so.", The Boys in Company C,Full Metal Jacket,Pork Chop Hill,Hamburger Hill,The Boys in Company C
"This actor, who starred in the movie Good Morning, Vietnam, also acted in the TV series Walker: Texas Ranger.", Noble Willingham,Chuck Norris,Noble Willingham,R. Lee Ermey,John McGinty
"Which Vietnam movie featured Tom Cruise, Tom Berenger and Willem Dafoe?", Born on the Fourth of July,Full Metal Jacket,Born on the Fourth of July,Platoon,Hamburger Hill
Who directed the 1986 movie Platoon?, Oliver Stone,Oliver Stone,Willem Dafoe,Brian DePalma,Tom Berenger
Who directed the 1987 film Full Metal Jacket?, Stanley Kubrick,Oliver Stone,Roy Kovic,Stanley Kubrick,Brian DePalma
"For his role as Pvt. Pyle in Full Metal Jacket, Vincent DOnofrio, had to gain 70 pounds. This broke the previous record for weight gained by a featured actor for a role. Who had held this record?", Robert De Niro,Marlon Brando,John Wayne,Robert De Niro,Al Pacino
This 1989 movie was about an injured Vietnam War veteran who became an anti-war protester., Born on the Fourth of July,Full Metal Jacket,Hamburger Hill,Born on the Fourth of July,Casualties of War
Which of these movies did not feature R. Lee Ermey?, Platoon,Full Metal jacket,Apocalypse Now,The Boys in Company C,Platoon
Who directed the 1979 movie Apocalypse Now?, Francis Ford Coppola,Francis Ford Coppola,Oliver Stone,Brian DePalma,Stanley Kubrick
"The Orient Express, a long-distance passenger train that has become a synonym with luxury travel, made its first run on October 4, 1883. This was the final destination of its first route.", Istanbul,Viena,Ankara,Ruse,Istanbul
"On October 7, 1982,  this show made its debut in Broadway at the Winter Garden Theatre. It eventually closed after nearly 18 years on September 10, 2000.", Cats,Aida,The Phantom of the Opera,Cats,Sunset Boulevard
"The Great Chicago Fire, one of the worst disasters of the nineteenth century, started on October 8, 1871. The fire destroyed approximately 17,450 buildings, killed 250 people and left another 90,000 homeless, before it was extinguished on this date.", October 10,October 24,October 10,October 14,October 18
"On October 18, 1968,  a police raid on John Lennon and Yoko Onos apartment revealed 168 grams of marijuana. This is what happened to Lennon and Ono as a result.", They plead guilty and were fined £150,The evidence mysteriously disappeared and the case was dismissed,They were found guilty and were sent to prison,"They were found not guilty and released, due to Lennons great contribution to British music",They plead guilty and were fined £150
What year did the Holocaust begin?, 1933,1929,1945,1946,1933
Which of the following was the first Roman emperor to convert to Christianity in 313 AD?, Constantine,Constantine,Marcus Aurelius,Nerva,Commodus
Which writer witnessed the eruption of Mt. Vesuvius in 79 AD?, Pliny the Younger,Pliny the Younger,Pompey the Great,Plautus,Plutarch
Which Roman Emperor wrote The Meditations that was actually a sort of personal diary?, Marcus Aurelius,Constantine,Hadrian,Marcus Aurelius,Julius Caesar
Who was the great Roman orator who created a Latin stylebook which is still used in Latin classes today?, Cicero,Cicero,Nerva,Marcus Aurelius,Constantine
"In Ancient Rome, who were the Lares?", Household spirits of dead ancestors,Household spirits of dead ancestors,The elite corps of the Roman army,The Muses,The Roman counterpart of the Greek Furies
Which of these poets wrote many poems of love and manners widely read by Ancient Romans?, Ovid,Cato,Ovid,Plutarch,Virgil
"This invention (named by Edward Jenner) is not an object, but a process of administering live, albeit weakened, microbes to people.", Vaccination,Mastectomy,Decompression,Ophthalmoscopy,Vaccination
The optical telegraph (a collective term) preceded the electrical telegraph. It was much faster than riding couriers in to deliver messages over long distances. One of these is not an optical telegraph., Morse code,Semaphores,Morse code,Ship flags,Smoke signals
"According to some theories, the parachute was invented in 1783 by Sebastien Lenormand in France. Two years later, Jean-Pierre Blanchard demonstrated it as a means of safely getting down on earth from this.", Balloon,Tree,Cliff,Building,Balloon
The first military submarine (Turtle) could accommodate this number of people., 1,3,1,2,0 as it was unmanned
"In 1807, Robert Fulton used a steam engine to power the first commercially successful one of these.", Steam ship,Steam ship,Steam car,Steam locomotive,Steam factory
The spinning jenny is a multi-spool spinning wheel invented in 1764 in this country., England,France,England,Germany,The US
"Charlie Chaplins movie The Gold Rush, which took in more than $4,250,000 at the box office in 1925, was set in his city.", Klondike,Denver,Otago,Klondike,Transvaal
Most gold rushes began with the discovery of placer gold by a single man or a party of people. Which one of these statements about placer mining is wrong?, Placer mining is not used any more,Placer mining is not used any more,Placer gold is mined without tunneling,Hydrostatic pressure is used whenever possible,Placer gold deposits are usually found near big rivers and mountain streams
Which one of these famous writers took part in the Klondike Gold Rush?, Jack London,Ernest Hemingway,Jack London,Maine Reed,Mark Twain
"This technique for extracting gold was discovered by chemist Carl Wilhelm Scheele in 1783, and was later developed in 1887 by John Seward MacArthur.", Gold cyanidation,Gold cyanidation,Gold zincanization,Hydraulic mining,Gold panning
"Many people seeking an easy fortune emigrated to California, USA during the California Gold Rush (1848-1858). The gold rush was sparked by the discovery of gold near this city.", Sacramento,San Francisco,San Diego,Los Angeles,Sacramento
Which was the first Egyptian pyramid?, The Step Pyramid,The Red pyramid,The Great pyramid,The Bent Pyramid,The Step Pyramid
What was Cleopatras ethnic background?, Macedonian,Roman,Macedonian,Upper Egyptian,Lower Egyptian
Who unified Upper and Lower Egypt?, Menes,Thutmose III,Kahfre,Imhotep,Menes
Which of the following was referred to as the Gift of the Nile?, Egypt,The annual Nile flood,Egypt,The development of writing,The creation of civilization
Where is the Nile Delta located?, Lower Egypt,Lake Victoria in central Africa,at the source of the river,Upper Egypt,Lower Egypt
Who was the first king in history to foster a belief in one God?, Akhenaten,Tutankhamen,Ramses II,Akhenaten,Khufu
How many distinct kingdoms were there in Ancient Egypt?, three,one,four,two,three
On what day in July did the Space Shuttle Discovery touch down on Earth after a 13-day trip to the International Space Station?," July 17, 2006","July 10, 2006","July 17, 2006","July 11, 2006","July 12, 2006"
On what date in August did the Israeli and Hezbolah conflict end with a ceasefire?," August 14, 2006","August 20, 2006","August 14, 2006","August 2, 2006","August 8, 2006"
On what date in September of 2006 did Steve Irwin the Crocodile Hunter die due to a stingray attack?, September 4,September 4,September 2,September 6,September 8
"This bagged vegetable was recalled on September 16, 2006 after E. coli affected people in 19 U. S. states.", Spinach,Celery,Spinach,Carrots,Lettuce
"On October 9, 2006, this Internet company announced its purchase of the popular YouTube site?", Google,Amazon,Ebay,Yahoo,Google
"On October 19, 2006 Nissan Motor Company recalled 80,000 cars in U.S. due to what defects?", in the ignition key,in the air bags,in the ignition key,in the door locks,in the seatbelts
Who was chosen to be the 2006 Time Magazines Person of the Year?, You,Me,You,The Democrats,George W. Bush
"Who was the last Tsar of Russia, King of Poland and Grand Duke of Finland?", Nicholas II,Alexander III,Alexander II,Nicholas II,Peter I
Which of these refers to the lower house of the Russian Parliament ?, Duma,Duma,Red House,Reichstag,Storting
"During the Russian Revolution in 1917, which of these people belonged to the Mensheviks?", Pavel Axelrod,Lev Kamenev,Joseph Stalin,Pavel Axelrod,Matvei Muranov
"What was the title of Karl Marxs influential treatise on political economy, first published in 1867?", Capital,Crime and Punishment,War and Peace,Capital,Communism
"In January of 2006, 12 miners were killed in the Sago Mine Disaster, which occurred in which U.S. state?", West Virginia,Pennsylvania,Virginia,West Virginia,Ohio
On what date in January 2006 did legendary radio talk show host Howard Stern begin his much publicized satellite radio show on Sirius?, 9th,9th,16th,4th,2nd
"Which NFL team won Super Bowl XL on February 5, 2006?", Pittsburgh Steelers,New England Patriots,Seattle Seahawks,Philadelphia Eagles,Pittsburgh Steelers
In which European country were the 2006 Winter Olympics held?, Italy,Switzerland,France,Germany,Italy
"The 2006 film See No Evil, released on May 19, stars what famous WWE wrestler?", Kane,Goldberg,Undertaker,Kane,Shawn Michaels
"On May 28, 2006 Barry Bonds hit his 715th career homerun against which National League team?", Colorado Rockies,San Diego Padres,New York Mets,Atalanta Braves,Colorado Rockies
The North and South (between Maryland and Pennsylvania) were separated by what famous line?, The Mason-Dixon Line,The Dixon Divide,The Underground Railroad,The Line of Freedom,The Mason-Dixon Line
